customer_id,claim_id,policy_id,claim_date,incident_type,fault_status,claim_amount,settlement_amount,claim_status,reported_by,injury_involved,repair_shop
CUST000487,CLM000487,POL000307,01/12/2022,Flood,Disputed,17248,14692,Closed,Police,No,Approved Network
CUST000488,CLM000488,POL001224,24/06/2021,Other,Disputed,3155,0,Pending,Policyholder,No,Approved Network
CUST000489,CLM000489,POL000226,13/11/2022,Theft,Not At Fault,7933,7453,Closed,Policyholder,Yes,Approved Network
CUST000490,CLM000490,POL000185,07/11/2022,Theft,At Fault,1814,0,Open,Policyholder,No,Approved Network
CUST000491,CLM000491,POL000964,20/07/2023,Collision,Disputed,15402,14135,Closed,Policyholder,No,Approved Network
CUST000492,CLM000492,POL000031,04/11/2021,Hail,Not At Fault,5772,0,Denied,Policyholder,No,Approved Network
CUST000493,CLM000493,POL000614,08/01/2022,Collision,At Fault,718,0,Open,Third Party,Yes,Approved Network
CUST000494,CLM000494,POL000099,05/11/2023,Collision,Not At Fault,5203,0,Pending,Policyholder,No,Approved Network
CUST000495,CLM000495,POL001363,09/06/2022,Flood,At Fault,16494,15110,Closed,Third Party,No,Approved Network
CUST000496,CLM000496,POL000811,26/09/2021,Collision,Not At Fault,22015,0,Pending,Third Party,No,Approved Network
CUST000497,CLM000497,POL001290,09/01/2022,Collision,At Fault,2039,1869,Closed,Police,Yes,Customer Choice
CUST000498,CLM000498,POL000652,01/07/2021,Vandalism,Not At Fault,20317,19625,Closed,Police,No,Approved Network
CUST000499,CLM000499,POL000814,02/05/2022,Collision,Not At Fault,13645,11100,Closed,Policyholder,Yes,Approved Network
CUST000500,CLM000500,POL001374,20/10/2021,Collision,Not At Fault,18486,0,Pending,Third Party,No,Approved Network
CUST000501,CLM000501,POL001020,12/01/2022,Theft,At Fault,19588,15786,Closed,Policyholder,Yes,Approved Network
CUST000502,CLM000502,POL000978,25/08/2021,Theft,Not At Fault,5564,0,Pending,Other,No,Approved Network
CUST000503,CLM000503,POL001481,16/06/2023,Collision,Not At Fault,14288,13524,Closed,Policyholder,Yes,Approved Network
CUST000504,CLM000504,POL000088,10/05/2023,Other,At Fault,20532,17377,Closed,Police,Yes,Approved Network
CUST000505,CLM000505,POL001087,08/10/2021,Collision,Disputed,17989,16784,Closed,Policyholder,No,Write Off
CUST000506,CLM000506,POL000922,02/03/2022,Flood,Not At Fault,22620,20355,Closed,Policyholder,No,Approved Network
CUST000507,CLM000507,POL001411,08/03/2022,Collision,Disputed,22696,0,Pending,Policyholder,No,Approved Network
CUST000508,CLM000508,POL001483,07/10/2022,Theft,At Fault,12103,0,Open,Third Party,No,Customer Choice
CUST000509,CLM000509,POL000586,22/12/2021,Collision,At Fault,2988,0,Denied,Policyholder,No,Approved Network
CUST000510,CLM000510,POL000818,03/09/2021,Collision,At Fault,19302,0,Denied,Policyholder,Yes,Customer Choice
CUST000511,CLM000511,POL000932,23/05/2022,Collision,Not At Fault,16911,0,Open,Police,No,Approved Network
CUST000512,CLM000512,POL001293,27/05/2023,Theft,At Fault,8707,0,Open,Policyholder,No,Approved Network
CUST000513,CLM000513,POL000797,17/12/2022,Theft,Not At Fault,13270,12418,Closed,Policyholder,No,Customer Choice
CUST000514,CLM000514,POL001019,30/03/2023,Collision,At Fault,8477,0,Denied,Policyholder,Yes,Write Off
CUST000515,CLM000515,POL001013,29/03/2022,Other,At Fault,5161,4462,Closed,Policyholder,No,Customer Choice
CUST000516,CLM000516,POL000973,22/09/2022,Collision,Not At Fault,5049,4273,Closed,Third Party,Yes,Approved Network
CUST000517,CLM000517,POL000633,04/07/2023,Theft,Disputed,20837,0,Pending,Policyholder,No,Approved Network
CUST000518,CLM000518,POL000346,07/09/2023,Collision,At Fault,21145,0,Open,Other,Yes,Approved Network
CUST000519,CLM000519,POL000724,21/10/2022,Theft,Not At Fault,15529,14820,Closed,Policyholder,Yes,Customer Choice
CUST000520,CLM000520,POL000901,21/08/2022,Flood,Not At Fault,5473,5382,Closed,Police,No,Approved Network
CUST000521,CLM000521,POL001102,07/11/2022,Theft,Not At Fault,8936,8570,Closed,Third Party,No,Approved Network
CUST000522,CLM000522,POL001389,15/07/2022,Collision,Disputed,10586,0,Open,Police,No,Customer Choice
CUST000523,CLM000523,POL001038,15/12/2021,Collision,Disputed,18240,14976,Closed,Policyholder,Yes,Customer Choice
CUST000524,CLM000524,POL000136,12/02/2022,Flood,At Fault,20351,0,Pending,Policyholder,Yes,Approved Network
CUST000525,CLM000525,POL001328,25/11/2021,Collision,Not At Fault,7464,7285,Closed,Policyholder,No,Customer Choice
CUST000526,CLM000526,POL000397,20/12/2021,Collision,Not At Fault,15342,14507,Closed,Police,No,Approved Network
CUST000527,CLM000527,POL000792,05/05/2023,Collision,Not At Fault,23951,0,Open,Policyholder,Yes,Approved Network
CUST000528,CLM000528,POL000079,15/10/2023,Collision,At Fault,2245,1968,Closed,Other,No,Approved Network
CUST000529,CLM000529,POL000705,05/06/2023,Collision,Disputed,13197,0,Open,Policyholder,Yes,Approved Network
CUST000530,CLM000530,POL000982,15/03/2022,Other,Not At Fault,4379,4355,Closed,Policyholder,No,Customer Choice
CUST000531,CLM000531,POL001442,08/07/2022,Flood,At Fault,20661,20340,Closed,Policyholder,Yes,Customer Choice
CUST000532,CLM000532,POL001266,14/09/2021,Vandalism,At Fault,18999,15434,Closed,Policyholder,Yes,Approved Network
CUST000533,CLM000533,POL001075,19/01/2023,Collision,Disputed,23141,0,Open,Police,Yes,Customer Choice
CUST000534,CLM000534,POL000744,22/08/2023,Theft,At Fault,2767,2352,Closed,Policyholder,Yes,Approved Network
CUST000535,CLM000535,POL000384,25/07/2023,Theft,Not At Fault,19151,15464,Closed,Policyholder,Yes,Approved Network
CUST000536,CLM000536,POL000375,23/01/2023,Vandalism,At Fault,10188,9678,Closed,Policyholder,No,Approved Network
CUST000537,CLM000537,POL000206,16/04/2022,Collision,At Fault,15565,0,Open,Third Party,Yes,Customer Choice
CUST000538,CLM000538,POL000489,17/11/2021,Other,At Fault,11488,10204,Closed,Policyholder,Yes,Approved Network
CUST000539,CLM000539,POL001405,23/08/2023,Theft,At Fault,23970,20970,Closed,Policyholder,Yes,Approved Network
CUST000540,CLM000540,POL000881,28/12/2021,Other,At Fault,4981,4613,Closed,Third Party,No,Approved Network
CUST000541,CLM000541,POL001335,10/06/2023,Collision,Not At Fault,24349,0,Pending,Policyholder,No,Approved Network
CUST000542,CLM000542,POL001399,13/10/2022,Collision,Not At Fault,1429,1151,Closed,Policyholder,No,Customer Choice
CUST000543,CLM000543,POL000632,18/08/2022,Collision,At Fault,8273,0,Open,Policyholder,No,Approved Network
CUST000544,CLM000544,POL000592,31/08/2022,Flood,Not At Fault,3824,3192,Closed,Third Party,Yes,Approved Network
CUST000545,CLM000545,POL001066,08/08/2022,Collision,Not At Fault,5087,0,Denied,Police,Yes,Write Off
CUST000546,CLM000546,POL000533,01/02/2023,Hail,Not At Fault,856,703,Closed,Police,No,Approved Network
CUST000547,CLM000547,POL000522,06/07/2023,Hail,Not At Fault,16287,0,Pending,Police,No,Customer Choice
CUST000548,CLM000548,POL000825,06/03/2022,Fire,Not At Fault,21194,0,Pending,Other,No,Approved Network
CUST000549,CLM000549,POL001177,14/09/2023,Fire,Disputed,20948,18641,Closed,Policyholder,No,Approved Network
CUST000550,CLM000550,POL001336,23/04/2022,Flood,Not At Fault,5999,4959,Closed,Policyholder,No,Customer Choice
CUST000551,CLM000551,POL001318,28/02/2023,Fire,At Fault,4341,4026,Closed,Policyholder,No,Approved Network
CUST000552,CLM000552,POL000598,19/09/2021,Collision,Not At Fault,12622,11502,Closed,Policyholder,Yes,Customer Choice
CUST000553,CLM000553,POL000113,12/02/2023,Fire,At Fault,22217,18643,Closed,Third Party,Yes,Approved Network
CUST000554,CLM000554,POL001136,28/06/2022,Other,At Fault,13909,0,Pending,Police,No,Approved Network
CUST000555,CLM000555,POL001199,14/08/2022,Collision,Not At Fault,23555,21157,Closed,Policyholder,Yes,Customer Choice
CUST000556,CLM000556,POL001326,22/12/2021,Other,Not At Fault,7559,0,Open,Policyholder,No,Approved Network
CUST000557,CLM000557,POL000734,02/01/2023,Collision,At Fault,1165,0,Pending,Third Party,No,Approved Network
CUST000558,CLM000558,POL001245,28/05/2022,Collision,Disputed,23737,22212,Closed,Policyholder,No,Customer Choice
CUST000559,CLM000559,POL001195,18/06/2022,Collision,At Fault,10720,0,Denied,Policyholder,Yes,Customer Choice
CUST000560,CLM000560,POL000318,10/03/2023,Collision,At Fault,11274,9527,Closed,Third Party,No,Approved Network
CUST000561,CLM000561,POL000996,18/09/2023,Hail,Disputed,1053,0,Open,Policyholder,No,Customer Choice
CUST000562,CLM000562,POL000213,05/08/2021,Other,Not At Fault,14360,0,Open,Police,No,Write Off
CUST000563,CLM000563,POL000253,04/09/2022,Flood,Not At Fault,7545,0,Pending,Other,Yes,Approved Network
CUST000564,CLM000564,POL000124,19/11/2021,Other,Not At Fault,9880,0,Open,Policyholder,Yes,Approved Network
CUST000565,CLM000565,POL001237,05/07/2021,Collision,Disputed,24167,0,Denied,Policyholder,No,Approved Network
CUST000566,CLM000566,POL000624,06/11/2022,Collision,At Fault,649,615,Closed,Third Party,No,Customer Choice
CUST000567,CLM000567,POL001109,15/02/2022,Theft,At Fault,16873,0,Pending,Policyholder,No,Customer Choice
CUST000568,CLM000568,POL001089,22/01/2023,Hail,Not At Fault,13843,0,Pending,Policyholder,No,Customer Choice
CUST000569,CLM000569,POL001342,25/07/2022,Collision,Not At Fault,3353,0,Pending,Police,No,Write Off
CUST000570,CLM000570,POL001370,28/03/2022,Other,Not At Fault,10628,9425,Closed,Policyholder,No,Approved Network
CUST000571,CLM000571,POL001267,09/02/2023,Vandalism,At Fault,13080,11846,Closed,Policyholder,Yes,Approved Network
CUST000572,CLM000572,POL000898,25/09/2023,Other,At Fault,15754,0,Open,Policyholder,No,Approved Network
CUST000573,CLM000573,POL001161,16/11/2023,Collision,Not At Fault,3236,3100,Closed,Policyholder,Yes,Approved Network
CUST000574,CLM000574,POL000247,23/03/2023,Theft,At Fault,1456,1189,Closed,Policyholder,Yes,Customer Choice
CUST000575,CLM000575,POL000441,26/11/2022,Flood,At Fault,11940,0,Pending,Policyholder,Yes,Customer Choice
CUST000576,CLM000576,POL000045,27/05/2022,Flood,At Fault,5680,0,Open,Policyholder,No,Approved Network
CUST000577,CLM000577,POL000658,13/07/2022,Collision,At Fault,9107,0,Denied,Policyholder,Yes,Approved Network
CUST000578,CLM000578,POL000880,01/07/2021,Other,Not At Fault,12146,0,Open,Other,Yes,Customer Choice
CUST000579,CLM000579,POL001017,26/09/2021,Other,Not At Fault,19529,15717,Closed,Police,No,Approved Network
CUST000580,CLM000580,POL000554,02/12/2021,Collision,At Fault,20658,0,Open,Policyholder,Yes,Approved Network
CUST000581,CLM000581,POL000809,07/09/2023,Collision,At Fault,14842,0,Pending,Policyholder,No,Approved Network
CUST000582,CLM000582,POL000971,27/04/2022,Theft,Not At Fault,5513,0,Open,Third Party,No,Approved Network
CUST000583,CLM000583,POL001113,14/08/2022,Theft,At Fault,584,0,Pending,Third Party,No,Write Off
CUST000584,CLM000584,POL000730,19/08/2023,Flood,Not At Fault,2435,2415,Closed,Police,Yes,Approved Network
CUST000585,CLM000585,POL001021,08/12/2021,Collision,Not At Fault,10108,0,Denied,Third Party,Yes,Customer Choice
CUST000586,CLM000586,POL000954,02/06/2022,Vandalism,Disputed,9762,7997,Closed,Policyholder,No,Approved Network
CUST000587,CLM000587,POL001252,07/02/2022,Vandalism,Not At Fault,12104,9763,Closed,Policyholder,No,Approved Network
CUST000588,CLM000588,POL001315,14/08/2021,Collision,At Fault,10213,8457,Closed,Police,Yes,Approved Network
CUST000589,CLM000589,POL001446,07/01/2022,Theft,Not At Fault,23633,0,Pending,Police,No,Approved Network
CUST000590,CLM000590,POL001091,04/04/2023,Collision,At Fault,18385,14727,Closed,Policyholder,No,Approved Network
CUST000591,CLM000591,POL001275,16/06/2022,Collision,At Fault,23453,0,Pending,Policyholder,Yes,Approved Network
CUST000592,CLM000592,POL001065,16/06/2022,Vandalism,At Fault,2973,0,Open,Policyholder,No,Approved Network
CUST000593,CLM000593,POL000099,27/10/2021,Other,Not At Fault,1235,0,Pending,Policyholder,Yes,Customer Choice
CUST000594,CLM000594,POL001330,08/08/2023,Collision,At Fault,3338,3187,Closed,Policyholder,No,Approved Network
CUST000595,CLM000595,POL000872,18/04/2022,Collision,At Fault,3062,0,Open,Police,No,Approved Network
CUST000596,CLM000596,POL001480,04/10/2021,Collision,Not At Fault,13940,12736,Closed,Third Party,Yes,Customer Choice
CUST000597,CLM000597,POL000301,10/06/2021,Collision,Disputed,4406,0,Pending,Police,No,Approved Network
CUST000598,CLM000598,POL001223,23/04/2022,Theft,At Fault,1772,0,Denied,Other,No,Write Off
CUST000599,CLM000599,POL000488,06/05/2023,Flood,Not At Fault,5336,5191,Closed,Policyholder,No,Write Off
CUST000600,CLM000600,POL001130,12/06/2021,Collision,At Fault,2362,0,Pending,Third Party,No,Customer Choice
CUST000601,CLM000601,POL001425,05/06/2023,Other,Disputed,4726,4102,Closed,Police,No,Customer Choice
CUST000602,CLM000602,POL001005,03/05/2022,Collision,At Fault,13110,0,Pending,Policyholder,No,Approved Network
CUST000603,CLM000603,POL000477,05/01/2022,Other,Disputed,9514,0,Open,Third Party,Yes,Approved Network
CUST000604,CLM000604,POL001146,20/09/2022,Other,At Fault,17426,16318,Closed,Policyholder,Yes,Customer Choice
CUST000605,CLM000605,POL001101,03/01/2023,Theft,Not At Fault,6709,0,Open,Third Party,No,Approved Network
CUST000606,CLM000606,POL001336,24/08/2023,Collision,At Fault,19649,19482,Closed,Policyholder,No,Approved Network
CUST000607,CLM000607,POL001136,26/04/2022,Vandalism,At Fault,24152,22839,Closed,Policyholder,Yes,Customer Choice
CUST000608,CLM000608,POL000861,25/01/2022,Vandalism,At Fault,10770,0,Pending,Policyholder,No,Customer Choice
CUST000609,CLM000609,POL000809,28/12/2022,Other,At Fault,17768,16091,Closed,Policyholder,No,Approved Network
CUST000610,CLM000610,POL000518,07/08/2021,Vandalism,Not At Fault,4149,0,Denied,Policyholder,No,Approved Network
CUST000611,CLM000611,POL001221,30/06/2022,Theft,Not At Fault,14626,0,Pending,Policyholder,Yes,Approved Network
CUST000612,CLM000612,POL001122,18/03/2022,Hail,Not At Fault,23774,0,Open,Policyholder,No,Customer Choice
CUST000613,CLM000613,POL000459,07/02/2023,Other,Disputed,16573,13888,Closed,Policyholder,No,Approved Network
CUST000614,CLM000614,POL000230,04/01/2022,Vandalism,Not At Fault,20455,17212,Closed,Policyholder,No,Write Off
CUST000615,CLM000615,POL001192,22/11/2022,Other,Disputed,20817,0,Denied,Third Party,Yes,Customer Choice
CUST000616,CLM000616,POL000008,09/01/2022,Vandalism,At Fault,22740,0,Denied,Third Party,No,Approved Network
CUST000617,CLM000617,POL001196,14/09/2021,Fire,Disputed,4166,0,Pending,Third Party,No,Approved Network
CUST000618,CLM000618,POL001384,27/12/2022,Fire,At Fault,13857,13379,Closed,Police,No,Approved Network
CUST000619,CLM000619,POL000195,12/03/2022,Flood,Not At Fault,15948,0,Pending,Policyholder,Yes,Write Off
CUST000620,CLM000620,POL001293,04/06/2023,Collision,Not At Fault,10413,9373,Closed,Policyholder,No,Approved Network
CUST000621,CLM000621,POL001043,13/02/2023,Vandalism,Not At Fault,9066,7899,Closed,Policyholder,Yes,Customer Choice
CUST000622,CLM000622,POL000354,05/09/2023,Vandalism,Not At Fault,16105,15782,Closed,Police,Yes,Approved Network
CUST000623,CLM000623,POL001073,29/10/2023,Collision,At Fault,1057,0,Pending,Third Party,Yes,Approved Network
CUST000624,CLM000624,POL000464,19/04/2023,Collision,Disputed,9972,0,Denied,Policyholder,Yes,Write Off
CUST000625,CLM000625,POL000356,16/08/2021,Flood,Disputed,12115,11759,Closed,Policyholder,No,Approved Network
CUST000626,CLM000626,POL000850,09/01/2023,Vandalism,Disputed,6540,0,Pending,Third Party,Yes,Customer Choice
CUST000627,CLM000627,POL000974,24/03/2023,Collision,Disputed,14384,0,Pending,Policyholder,No,Approved Network
CUST000628,CLM000628,POL001182,06/08/2022,Hail,Not At Fault,1628,1563,Closed,Policyholder,No,Customer Choice
CUST000629,CLM000629,POL000066,30/04/2023,Other,Disputed,18244,16196,Closed,Police,No,Customer Choice
CUST000630,CLM000630,POL000859,15/07/2023,Theft,Disputed,22304,20633,Closed,Policyholder,No,Customer Choice
CUST000631,CLM000631,POL000571,20/08/2022,Collision,Not At Fault,9792,9545,Closed,Police,No,Approved Network
CUST000632,CLM000632,POL000308,22/04/2022,Other,Not At Fault,5849,5344,Closed,Policyholder,No,Approved Network
CUST000633,CLM000633,POL001361,11/09/2023,Other,Disputed,19509,16103,Closed,Third Party,No,Approved Network
CUST000634,CLM000634,POL000783,24/04/2022,Collision,Not At Fault,12819,0,Pending,Police,No,Approved Network
CUST000635,CLM000635,POL000121,20/12/2021,Collision,Not At Fault,10323,0,Open,Policyholder,No,Customer Choice
CUST000636,CLM000636,POL000766,19/12/2021,Theft,At Fault,557,503,Closed,Third Party,No,Approved Network
CUST000637,CLM000637,POL001428,21/07/2021,Fire,Not At Fault,9003,7384,Closed,Third Party,No,Approved Network
CUST000638,CLM000638,POL000773,31/08/2023,Collision,Disputed,22732,20452,Closed,Police,No,Customer Choice
CUST000639,CLM000639,POL000096,19/10/2022,Theft,At Fault,10693,0,Denied,Policyholder,Yes,Customer Choice
CUST000640,CLM000640,POL001138,24/10/2022,Theft,At Fault,19621,15898,Closed,Policyholder,Yes,Write Off
CUST000641,CLM000641,POL000987,18/07/2021,Other,At Fault,5993,5442,Closed,Policyholder,No,Approved Network
CUST000642,CLM000642,POL001453,09/03/2022,Theft,Not At Fault,4377,0,Pending,Police,Yes,Approved Network
CUST000643,CLM000643,POL000540,06/08/2022,Theft,At Fault,2782,0,Open,Other,No,Approved Network
CUST000644,CLM000644,POL000002,01/10/2021,Other,Not At Fault,23670,0,Pending,Policyholder,Yes,Approved Network
CUST000645,CLM000645,POL001236,06/10/2021,Collision,Disputed,11875,9553,Closed,Policyholder,No,Approved Network
CUST000646,CLM000646,POL000580,07/09/2022,Collision,Not At Fault,22392,0,Open,Police,No,Write Off
CUST000647,CLM000647,POL000333,23/11/2021,Flood,At Fault,1931,0,Denied,Policyholder,Yes,Approved Network
CUST000648,CLM000648,POL001048,06/02/2023,Collision,Disputed,13026,0,Open,Policyholder,No,Approved Network
CUST000649,CLM000649,POL001392,01/05/2022,Hail,Not At Fault,2275,2193,Closed,Policyholder,No,Approved Network
CUST000650,CLM000650,POL000742,27/01/2023,Collision,At Fault,21091,0,Open,Policyholder,No,Approved Network
CUST000651,CLM000651,POL000506,28/06/2022,Collision,Not At Fault,11851,0,Open,Third Party,No,Approved Network
CUST000652,CLM000652,POL001000,29/01/2022,Other,Not At Fault,15139,0,Pending,Policyholder,Yes,Approved Network
CUST000653,CLM000653,POL001200,12/01/2023,Theft,Not At Fault,4885,0,Pending,Policyholder,No,Approved Network
CUST000654,CLM000654,POL001453,22/06/2021,Flood,Disputed,23235,0,Open,Police,Yes,Approved Network
CUST000655,CLM000655,POL000733,19/03/2022,Collision,At Fault,15703,13472,Closed,Policyholder,No,Approved Network
CUST000656,CLM000656,POL001466,19/06/2021,Collision,At Fault,4474,0,Pending,Policyholder,No,Customer Choice
CUST000657,CLM000657,POL000514,22/03/2023,Hail,At Fault,6405,0,Pending,Police,No,Approved Network
CUST000658,CLM000658,POL000895,12/08/2023,Collision,Not At Fault,21561,20819,Closed,Third Party,No,Approved Network
CUST000659,CLM000659,POL000361,25/10/2023,Theft,Not At Fault,4965,0,Pending,Policyholder,No,Write Off
CUST000660,CLM000660,POL000274,11/01/2023,Collision,Not At Fault,20186,17725,Closed,Policyholder,Yes,Approved Network
CUST000661,CLM000661,POL000177,05/06/2021,Collision,At Fault,7445,6488,Closed,Policyholder,No,Approved Network
CUST000662,CLM000662,POL001288,16/09/2022,Flood,Disputed,11558,0,Denied,Third Party,No,Customer Choice
CUST000663,CLM000663,POL001210,19/03/2022,Hail,Disputed,13136,12800,Closed,Policyholder,Yes,Approved Network
CUST000664,CLM000664,POL000527,13/10/2021,Fire,At Fault,2802,0,Open,Policyholder,No,Customer Choice
CUST000665,CLM000665,POL000913,10/10/2023,Fire,Not At Fault,23169,19266,Closed,Policyholder,No,Write Off
CUST000666,CLM000666,POL000279,18/07/2022,Theft,Not At Fault,5466,0,Open,Police,Yes,Approved Network
CUST000667,CLM000667,POL000706,08/07/2021,Theft,At Fault,13947,11961,Closed,Policyholder,No,Customer Choice
CUST000668,CLM000668,POL001222,29/11/2022,Flood,At Fault,20610,0,Pending,Policyholder,No,Approved Network
CUST000669,CLM000669,POL001373,23/11/2022,Collision,At Fault,18926,17163,Closed,Policyholder,Yes,Approved Network
CUST000670,CLM000670,POL001445,11/07/2021,Collision,At Fault,14662,12437,Closed,Policyholder,No,Customer Choice
CUST000671,CLM000671,POL001329,12/05/2022,Other,Not At Fault,16558,14961,Closed,Third Party,No,Write Off
CUST000672,CLM000672,POL000064,23/03/2023,Collision,At Fault,9214,0,Open,Third Party,No,Customer Choice
CUST000673,CLM000673,POL000290,17/06/2021,Collision,At Fault,11399,10512,Closed,Third Party,No,Approved Network
CUST000674,CLM000674,POL000018,11/08/2021,Vandalism,Not At Fault,3498,3016,Closed,Third Party,No,Approved Network
CUST000675,CLM000675,POL000064,25/09/2022,Flood,At Fault,24855,0,Open,Policyholder,No,Approved Network
CUST000676,CLM000676,POL000330,06/09/2021,Theft,Not At Fault,1409,0,Denied,Third Party,Yes,Approved Network
CUST000677,CLM000677,POL000763,28/09/2023,Collision,Not At Fault,13229,12220,Closed,Policyholder,No,Write Off
CUST000678,CLM000678,POL001041,31/08/2023,Other,Not At Fault,21017,0,Denied,Policyholder,Yes,Approved Network
CUST000679,CLM000679,POL000443,31/07/2022,Flood,Disputed,2380,0,Open,Third Party,No,Approved Network
CUST000680,CLM000680,POL000141,11/06/2023,Hail,At Fault,12997,0,Pending,Police,No,Approved Network
CUST000681,CLM000681,POL001332,05/04/2022,Collision,Not At Fault,19444,17678,Closed,Third Party,Yes,Approved Network
CUST000682,CLM000682,POL000444,09/03/2022,Collision,At Fault,8027,0,Pending,Police,No,Customer Choice
CUST000683,CLM000683,POL000496,21/04/2022,Collision,Disputed,6196,6061,Closed,Other,No,Approved Network
CUST000684,CLM000684,POL000426,12/07/2023,Collision,Not At Fault,3572,0,Denied,Policyholder,Yes,Customer Choice
CUST000685,CLM000685,POL001499,21/05/2022,Collision,At Fault,12518,11473,Closed,Other,Yes,Approved Network
CUST000686,CLM000686,POL001269,15/07/2022,Collision,Not At Fault,4976,0,Pending,Third Party,No,Approved Network
CUST000687,CLM000687,POL000450,21/08/2021,Theft,At Fault,11567,0,Pending,Police,Yes,Customer Choice
CUST000688,CLM000688,POL000351,22/12/2022,Fire,Disputed,4989,0,Pending,Third Party,No,Approved Network
CUST000689,CLM000689,POL000599,03/08/2023,Flood,At Fault,21375,21105,Closed,Policyholder,No,Approved Network
CUST000690,CLM000690,POL000711,17/04/2022,Collision,Not At Fault,16719,16668,Closed,Third Party,No,Customer Choice
CUST000691,CLM000691,POL000870,19/10/2022,Theft,At Fault,14867,0,Pending,Policyholder,Yes,Approved Network
CUST000692,CLM000692,POL001185,18/02/2023,Collision,Not At Fault,7355,6844,Closed,Police,No,Approved Network
CUST000693,CLM000693,POL001164,19/07/2021,Theft,Disputed,24285,19584,Closed,Policyholder,Yes,Customer Choice
CUST000694,CLM000694,POL000393,08/07/2022,Theft,Disputed,3597,0,Open,Policyholder,No,Write Off
CUST000695,CLM000695,POL000842,02/04/2022,Theft,At Fault,12317,10891,Closed,Policyholder,No,Approved Network
CUST000696,CLM000696,POL000401,15/05/2023,Other,Not At Fault,20389,17128,Closed,Policyholder,No,Customer Choice
CUST000697,CLM000697,POL000050,09/09/2022,Hail,At Fault,1584,1548,Closed,Policyholder,No,Approved Network
CUST000698,CLM000698,POL000744,19/10/2022,Vandalism,Not At Fault,1052,854,Closed,Policyholder,No,Approved Network
CUST000699,CLM000699,POL001319,18/10/2023,Other,At Fault,22444,18871,Closed,Policyholder,No,Approved Network
CUST000700,CLM000700,POL001449,19/03/2023,Fire,At Fault,1653,1592,Closed,Policyholder,Yes,Write Off
CUST000701,CLM000701,POL000906,03/10/2021,Hail,Not At Fault,22357,0,Pending,Policyholder,No,Approved Network
CUST000702,CLM000702,POL001036,12/10/2023,Vandalism,At Fault,19129,16564,Closed,Policyholder,Yes,Approved Network
CUST000703,CLM000703,POL001359,18/06/2022,Theft,Not At Fault,18570,17668,Closed,Other,No,Approved Network
CUST000704,CLM000704,POL000991,23/02/2023,Flood,At Fault,22719,22320,Closed,Policyholder,No,Write Off
CUST000705,CLM000705,POL001039,14/09/2021,Collision,At Fault,17577,0,Denied,Policyholder,No,Approved Network
CUST000706,CLM000706,POL000028,30/06/2021,Fire,Not At Fault,24422,0,Open,Policyholder,No,Approved Network
CUST000707,CLM000707,POL000388,16/01/2022,Other,At Fault,24975,0,Open,Policyholder,Yes,Customer Choice
CUST000708,CLM000708,POL001316,19/07/2021,Flood,At Fault,22719,18458,Closed,Third Party,No,Customer Choice
CUST000709,CLM000709,POL000833,24/09/2023,Collision,Not At Fault,9189,8258,Closed,Policyholder,Yes,Approved Network
CUST000710,CLM000710,POL000250,11/06/2021,Collision,Not At Fault,23678,0,Open,Policyholder,Yes,Approved Network
CUST000711,CLM000711,POL000098,21/10/2021,Hail,Not At Fault,13983,0,Pending,Policyholder,Yes,Write Off
CUST000712,CLM000712,POL001361,16/09/2021,Other,At Fault,15534,14930,Closed,Third Party,No,Write Off
CUST000713,CLM000713,POL001063,27/04/2022,Collision,At Fault,12659,11554,Closed,Third Party,No,Approved Network
CUST000714,CLM000714,POL001062,31/10/2023,Hail,Disputed,1305,1203,Closed,Policyholder,No,Approved Network
CUST000715,CLM000715,POL001324,06/05/2023,Other,Disputed,1420,0,Pending,Policyholder,Yes,Approved Network
CUST000716,CLM000716,POL000179,12/06/2023,Collision,At Fault,13662,0,Open,Policyholder,No,Approved Network
CUST000717,CLM000717,POL000892,21/08/2022,Hail,Not At Fault,20488,0,Open,Third Party,No,Customer Choice
CUST000718,CLM000718,POL001493,18/01/2022,Collision,At Fault,1943,1878,Closed,Policyholder,No,Approved Network
CUST000719,CLM000719,POL001306,22/11/2021,Vandalism,At Fault,7548,7257,Closed,Policyholder,Yes,Customer Choice
CUST000720,CLM000720,POL000750,30/08/2021,Theft,At Fault,14207,0,Pending,Policyholder,No,Customer Choice
CUST000721,CLM000721,POL001188,13/12/2021,Fire,Not At Fault,18429,16017,Closed,Policyholder,No,Customer Choice
CUST000722,CLM000722,POL000453,12/06/2023,Flood,At Fault,1710,0,Open,Policyholder,Yes,Write Off
CUST000723,CLM000723,POL000097,10/09/2023,Theft,Disputed,16504,13436,Closed,Policyholder,No,Approved Network
CUST000724,CLM000724,POL000309,13/06/2022,Other,Not At Fault,10772,9514,Closed,Policyholder,Yes,Approved Network
CUST000725,CLM000725,POL000262,14/09/2023,Hail,At Fault,6712,6362,Closed,Policyholder,No,Customer Choice
CUST000726,CLM000726,POL000293,03/12/2022,Flood,Not At Fault,21571,0,Pending,Policyholder,Yes,Customer Choice
CUST000727,CLM000727,POL000249,06/06/2021,Theft,At Fault,22194,0,Open,Policyholder,Yes,Approved Network
CUST000728,CLM000728,POL000245,06/05/2023,Collision,Not At Fault,10840,0,Open,Third Party,No,Customer Choice
CUST000729,CLM000729,POL000251,06/11/2023,Theft,At Fault,10200,0,Open,Third Party,No,Approved Network
