policy_id,customer_id,policy_start_date,policy_end_date,vehicle_make,vehicle_model,vehicle_year,vehicle_value,coverage_type,annual_premium,deductible,policy_status
POL000489,CUST001136,12/01/2022,15/12/2022,Volkswagen,Focus,2021,18662,Third Party Fire Theft,2356,500,Active
POL000490,CUST001032,17/02/2021,16/04/2023,Peugeot,Corsa,2013,18739,Third Party,1524,250,Expired
POL000491,CUST000804,14/09/2021,27/06/2022,Mercedes,Corsa,2021,6789,Third Party,1186,500,Expired
POL000492,CUST000477,26/04/2022,23/04/2024,Ford,Corsa,2022,24420,Third Party,692,1000,Active
POL000493,CUST000874,31/05/2022,04/12/2024,Nissan,Corsa,2011,28761,Third Party,1975,1000,Active
POL000494,CUST000460,13/06/2021,28/09/2024,BMW,Civic,2011,45366,Third Party,2481,500,Active
POL000495,CUST000253,08/03/2022,20/03/2023,Vauxhall,Qashqai,2016,42606,Third Party Fire Theft,1215,1000,Expired
POL000496,CUST000752,08/12/2021,27/08/2024,Volkswagen,A4,2022,43640,Comprehensive,1234,1000,Active
POL000497,CUST000981,25/03/2023,05/08/2024,Mercedes,Focus,2010,49135,Comprehensive,654,250,Expired
POL000498,CUST000854,30/07/2021,26/07/2023,Volkswagen,208,2016,42067,Third Party Fire Theft,1821,500,Expired
POL000499,CUST000236,15/07/2021,30/01/2022,Mercedes,208,2023,22357,Comprehensive,928,250,Cancelled
POL000500,CUST000478,11/05/2021,26/05/2024,Mercedes,208,2021,44851,Comprehensive,1470,500,Active
POL000501,CUST000679,28/08/2023,21/05/2023,Honda,Civic,2023,43262,Comprehensive,626,250,Active
POL000502,CUST001044,21/04/2021,23/05/2023,Ford,C-Class,2021,16317,Comprehensive,1738,750,Active
POL000503,CUST000216,23/02/2021,02/11/2023,BMW,Corsa,2023,26534,Third Party,1721,750,Expired
POL000504,CUST000855,25/03/2023,08/06/2024,BMW,208,2010,30734,Third Party,1426,500,Active
POL000505,CUST000135,10/12/2023,01/04/2023,Peugeot,3 Series,2023,40897,Third Party Fire Theft,2080,750,Active
POL000506,CUST000905,20/06/2021,02/11/2022,Toyota,Corolla,2015,37872,Third Party,1831,250,Active
POL000507,CUST001153,01/08/2021,11/01/2022,Ford,Civic,2012,45201,Comprehensive,2214,500,Active
POL000508,CUST000410,22/06/2022,05/05/2024,Mercedes,Corolla,2017,12689,Third Party Fire Theft,1532,750,Active
POL000509,CUST000086,15/11/2021,01/04/2022,Mercedes,C-Class,2015,8567,Third Party Fire Theft,2256,750,Active
POL000510,CUST000556,22/06/2021,24/03/2022,Audi,208,2020,25732,Third Party,692,500,Active
POL000511,CUST000378,10/03/2023,21/08/2024,BMW,3 Series,2011,25774,Third Party Fire Theft,1125,750,Active
POL000512,CUST001075,26/09/2022,29/10/2024,Honda,Corsa,2017,28195,Comprehensive,2212,750,Active
POL000513,CUST000242,15/04/2022,10/03/2022,Ford,Golf,2014,42412,Comprehensive,349,500,Expired
POL000514,CUST000920,22/05/2022,21/05/2024,Vauxhall,Corsa,2017,49098,Third Party,1696,750,Expired
POL000515,CUST000266,05/08/2022,23/12/2024,Nissan,Qashqai,2017,27257,Third Party,1350,750,Active
POL000516,CUST001144,27/06/2023,18/03/2024,Volkswagen,3 Series,2015,9394,Third Party,1099,750,Active
POL000517,CUST000712,16/09/2021,08/09/2024,Vauxhall,Corolla,2011,41302,Third Party,2092,750,Expired
POL000518,CUST000070,26/09/2021,20/07/2022,Ford,Focus,2017,27228,Comprehensive,1663,1000,Active
POL000519,CUST000057,15/12/2023,15/07/2024,Toyota,Corolla,2020,17388,Third Party,1865,500,Active
POL000520,CUST000039,16/12/2021,11/10/2024,Honda,Qashqai,2015,16319,Comprehensive,300,1000,Active
POL000521,CUST000801,28/02/2021,08/05/2023,Peugeot,Qashqai,2015,11475,Comprehensive,1319,1000,Active
POL000522,CUST001042,13/03/2021,20/06/2022,Mercedes,Qashqai,2017,36555,Third Party,1584,250,Active
POL000523,CUST000732,01/01/2023,26/01/2022,Peugeot,Civic,2010,23158,Third Party Fire Theft,362,1000,Expired
POL000524,CUST000825,29/10/2022,12/04/2024,Honda,Corsa,2011,19728,Comprehensive,2169,1000,Expired
POL000525,CUST000756,03/09/2023,23/03/2023,Volkswagen,Qashqai,2021,49774,Comprehensive,451,250,Active
POL000526,CUST000352,15/08/2023,29/09/2022,Toyota,208,2021,34545,Third Party Fire Theft,943,750,Active
POL000527,CUST000283,12/07/2022,05/01/2024,Honda,Qashqai,2018,36100,Comprehensive,925,750,Active
POL000528,CUST000110,01/07/2023,29/08/2023,Peugeot,Corsa,2020,21150,Comprehensive,516,1000,Active
POL000529,CUST001017,04/10/2021,05/05/2023,BMW,A4,2021,38214,Third Party Fire Theft,495,250,Active
POL000530,CUST000544,29/12/2021,05/07/2022,BMW,Corsa,2017,37876,Comprehensive,1314,750,Active
POL000531,CUST000025,25/07/2023,02/02/2022,Nissan,3 Series,2021,8239,Third Party Fire Theft,1821,250,Expired
POL000532,CUST000843,10/06/2023,09/09/2024,Honda,208,2016,43699,Comprehensive,1878,500,Active
POL000533,CUST000791,09/12/2023,17/09/2023,Honda,3 Series,2016,41821,Comprehensive,1380,500,Expired
POL000534,CUST000738,30/12/2023,28/11/2022,Honda,Focus,2014,35615,Comprehensive,1827,500,Active
POL000535,CUST000057,27/09/2022,29/07/2024,BMW,Qashqai,2011,18746,Third Party Fire Theft,1021,500,Active
POL000536,CUST000180,13/12/2022,19/02/2022,Volkswagen,Civic,2020,25921,Third Party,1907,1000,Active
POL000537,CUST000232,14/09/2023,20/07/2024,Vauxhall,Golf,2015,27745,Comprehensive,2059,500,Active
POL000538,CUST000343,11/04/2022,07/08/2024,Peugeot,Corsa,2019,6245,Comprehensive,1862,500,Expired
POL000539,CUST000477,03/07/2021,11/10/2022,Peugeot,Focus,2012,29853,Comprehensive,939,250,Active
POL000540,CUST000576,24/06/2023,10/04/2024,Toyota,3 Series,2013,32632,Comprehensive,2453,750,Active
POL000541,CUST000455,23/09/2022,14/01/2023,Toyota,208,2022,17856,Comprehensive,464,250,Active
POL000542,CUST000289,20/01/2023,29/01/2024,Audi,A4,2019,10105,Third Party Fire Theft,514,1000,Active
POL000543,CUST000258,25/04/2023,08/08/2024,Toyota,3 Series,2021,40690,Third Party,1394,500,Active
POL000544,CUST000530,17/06/2022,03/01/2022,Volkswagen,Corsa,2020,7513,Third Party Fire Theft,389,750,Active
POL000545,CUST000687,15/11/2021,25/05/2022,Nissan,Qashqai,2011,7801,Comprehensive,2095,750,Cancelled
POL000546,CUST000929,14/09/2022,28/02/2024,Ford,C-Class,2023,37345,Comprehensive,1551,500,Expired
POL000547,CUST000229,22/01/2021,13/11/2023,Honda,Focus,2011,18895,Comprehensive,1402,500,Active
POL000548,CUST000596,01/01/2021,23/12/2024,Mercedes,Corsa,2021,44749,Third Party Fire Theft,907,1000,Active
POL000549,CUST000435,08/12/2023,08/03/2022,Vauxhall,Corsa,2017,13221,Third Party Fire Theft,648,1000,Active
POL000550,CUST000882,07/10/2021,31/08/2023,BMW,Qashqai,2017,11038,Third Party Fire Theft,545,500,Active
POL000551,CUST001021,06/12/2022,22/05/2024,Ford,C-Class,2019,37031,Comprehensive,571,500,Expired
POL000552,CUST000402,11/08/2022,07/07/2023,Peugeot,Golf,2015,20082,Third Party,2330,500,Expired
POL000553,CUST000622,19/08/2023,01/03/2023,Mercedes,Qashqai,2022,19648,Third Party Fire Theft,702,500,Active
POL000554,CUST000088,01/01/2024,15/06/2022,Nissan,3 Series,2014,5364,Third Party Fire Theft,1765,750,Active
POL000555,CUST000584,18/01/2021,19/11/2023,Vauxhall,Corolla,2017,39568,Comprehensive,1495,1000,Cancelled
POL000556,CUST000309,05/10/2023,23/04/2022,Nissan,Focus,2013,19110,Third Party,1379,500,Cancelled
POL000557,CUST000906,05/09/2023,20/11/2024,Vauxhall,A4,2020,10958,Comprehensive,1914,500,Active
POL000558,CUST000343,06/09/2022,16/01/2024,Audi,C-Class,2013,14096,Comprehensive,1426,750,Active
POL000559,CUST000436,19/01/2021,16/04/2022,Peugeot,Focus,2014,12436,Comprehensive,583,250,Active
POL000560,CUST000177,01/06/2023,16/08/2022,Nissan,Qashqai,2010,26177,Comprehensive,816,500,Expired
POL000561,CUST000139,23/08/2022,24/02/2024,Peugeot,C-Class,2010,31754,Third Party Fire Theft,1601,750,Active
POL000562,CUST000194,19/04/2022,19/01/2024,Ford,Qashqai,2011,29544,Third Party Fire Theft,911,750,Expired
POL000563,CUST001188,15/01/2021,11/08/2024,Peugeot,Civic,2023,17638,Comprehensive,1049,250,Active
POL000564,CUST001185,05/02/2023,25/03/2022,Nissan,3 Series,2017,5179,Comprehensive,1592,1000,Active
POL000565,CUST000943,22/01/2022,19/01/2024,Audi,208,2016,8873,Comprehensive,2156,1000,Active
POL000566,CUST000525,24/04/2023,21/01/2024,Honda,Civic,2019,22570,Comprehensive,699,1000,Cancelled
POL000567,CUST001066,15/06/2023,25/12/2022,Nissan,Golf,2018,22157,Third Party,1826,500,Active
POL000568,CUST000915,20/03/2023,18/05/2022,Ford,Qashqai,2014,9460,Third Party,2324,1000,Expired
POL000569,CUST000210,27/05/2022,24/02/2023,Vauxhall,Golf,2011,5352,Comprehensive,2433,500,Active
POL000570,CUST000741,01/12/2021,11/10/2022,Nissan,208,2016,26586,Third Party Fire Theft,619,500,Cancelled
POL000571,CUST000862,10/03/2023,17/11/2023,BMW,Qashqai,2017,10344,Third Party Fire Theft,1355,750,Expired
POL000572,CUST000954,14/02/2023,04/05/2023,Ford,Qashqai,2021,9507,Comprehensive,635,1000,Active
POL000573,CUST000833,28/03/2022,21/08/2022,Mercedes,A4,2016,42598,Third Party Fire Theft,2398,1000,Expired
POL000574,CUST000140,23/06/2022,06/09/2024,Audi,Corsa,2023,48988,Third Party Fire Theft,473,1000,Active
POL000575,CUST000792,12/06/2021,06/03/2023,Audi,Focus,2016,37885,Comprehensive,1941,500,Active
POL000576,CUST000546,15/05/2023,07/04/2023,Peugeot,A4,2021,21865,Comprehensive,800,500,Active
POL000577,CUST001017,06/05/2022,19/10/2023,Honda,Focus,2023,42055,Third Party Fire Theft,2423,1000,Cancelled
POL000578,CUST000057,25/11/2023,24/12/2023,Vauxhall,A4,2014,32213,Comprehensive,2156,500,Cancelled
POL000579,CUST000112,11/07/2022,02/07/2023,Nissan,3 Series,2011,9477,Comprehensive,2196,500,Active
POL000580,CUST000005,07/08/2022,28/10/2024,Peugeot,C-Class,2015,11533,Third Party Fire Theft,1963,250,Expired
POL000581,CUST001037,26/12/2023,16/05/2024,Volkswagen,A4,2013,28396,Third Party,2018,250,Active
POL000582,CUST000090,05/07/2022,22/07/2023,Toyota,3 Series,2019,17755,Third Party,2078,1000,Expired
POL000583,CUST000616,26/04/2023,22/04/2022,Peugeot,208,2011,5865,Comprehensive,996,1000,Active
POL000584,CUST000891,21/01/2022,10/05/2022,Ford,Qashqai,2021,16173,Third Party Fire Theft,1031,250,Active
POL000585,CUST000698,21/05/2021,03/02/2024,Honda,A4,2018,43097,Comprehensive,1394,500,Active
POL000586,CUST000898,09/01/2022,09/12/2023,Ford,208,2016,38371,Comprehensive,951,500,Active
POL000587,CUST000971,07/10/2021,15/07/2024,Volkswagen,Golf,2015,43524,Comprehensive,1394,750,Active
POL000588,CUST001132,17/08/2022,22/09/2024,Toyota,C-Class,2021,16254,Comprehensive,345,1000,Active
POL000589,CUST000668,15/08/2021,23/10/2024,BMW,3 Series,2014,9018,Comprehensive,1370,1000,Active
POL000590,CUST000594,22/07/2023,14/12/2024,Toyota,208,2012,10192,Third Party Fire Theft,1745,1000,Cancelled
POL000591,CUST000589,17/07/2023,09/09/2022,Ford,Corolla,2021,7015,Third Party,2496,750,Active
POL000592,CUST000485,12/07/2022,20/08/2024,Nissan,Corsa,2019,47618,Comprehensive,755,750,Cancelled
POL000593,CUST000982,05/10/2023,25/12/2024,Volkswagen,Qashqai,2019,8380,Third Party Fire Theft,1962,500,Active
POL000594,CUST000972,20/01/2022,27/12/2024,Toyota,C-Class,2013,33343,Third Party Fire Theft,1265,250,Active
POL000595,CUST000639,19/10/2022,22/08/2023,Mercedes,C-Class,2012,8770,Comprehensive,2320,250,Active
POL000596,CUST000997,09/02/2021,14/07/2024,Vauxhall,Corolla,2021,10829,Comprehensive,1168,250,Expired
POL000597,CUST000282,08/11/2021,24/01/2024,Vauxhall,3 Series,2020,39381,Third Party Fire Theft,1828,500,Expired
POL000598,CUST000986,12/04/2021,15/05/2022,Vauxhall,Corolla,2017,20545,Comprehensive,1300,250,Active
POL000599,CUST001112,01/01/2024,21/01/2023,Nissan,Civic,2012,23263,Third Party Fire Theft,1073,750,Active
POL000600,CUST000016,15/02/2021,26/07/2024,BMW,Corsa,2016,43140,Comprehensive,1426,750,Active
POL000601,CUST001175,16/01/2022,28/06/2022,Mercedes,C-Class,2016,48306,Third Party,1360,1000,Active
POL000602,CUST000936,29/07/2021,14/06/2022,BMW,Corolla,2016,30675,Comprehensive,1977,250,Expired
POL000603,CUST000254,01/08/2022,11/03/2024,BMW,3 Series,2022,30362,Third Party,1843,750,Active
POL000604,CUST000329,06/07/2022,02/01/2023,Mercedes,Qashqai,2016,5148,Comprehensive,696,1000,Active
POL000605,CUST000544,14/09/2021,14/08/2023,Vauxhall,A4,2023,6754,Third Party,406,250,Expired
POL000606,CUST000783,17/06/2023,07/06/2022,BMW,Corsa,2011,31745,Third Party Fire Theft,1253,250,Cancelled
POL000607,CUST000997,17/01/2021,12/08/2022,Mercedes,C-Class,2019,12378,Third Party Fire Theft,2148,750,Active
POL000608,CUST000845,22/04/2022,04/12/2022,Toyota,A4,2012,25140,Third Party Fire Theft,1233,1000,Active
POL000609,CUST001193,04/07/2021,20/07/2023,BMW,Golf,2019,14371,Third Party,587,1000,Active
POL000610,CUST000366,05/11/2021,18/08/2022,Ford,208,2018,31999,Third Party Fire Theft,1005,750,Active
POL000611,CUST000655,31/01/2021,31/10/2022,Peugeot,Qashqai,2012,17779,Comprehensive,2343,750,Active
POL000612,CUST000760,08/10/2023,13/10/2024,Volkswagen,208,2011,36075,Comprehensive,1784,750,Expired
POL000613,CUST000639,21/03/2022,05/11/2022,BMW,3 Series,2018,35697,Third Party,514,250,Expired
POL000614,CUST001064,02/12/2022,23/02/2023,Ford,Corolla,2022,14795,Comprehensive,1604,750,Active
POL000615,CUST000924,11/05/2023,02/12/2024,Ford,3 Series,2019,43460,Third Party,2277,750,Active
POL000616,CUST000416,01/10/2022,16/02/2022,Mercedes,Golf,2018,9218,Comprehensive,1782,500,Active
POL000617,CUST000255,18/10/2023,24/08/2023,Toyota,Corolla,2013,42571,Third Party Fire Theft,2124,750,Active
POL000618,CUST001167,31/01/2023,03/05/2024,Vauxhall,Corolla,2023,16672,Comprehensive,643,750,Active
POL000619,CUST000710,08/08/2023,28/09/2022,Volkswagen,Focus,2021,36042,Third Party Fire Theft,493,250,Active
POL000620,CUST000577,06/03/2021,28/08/2024,BMW,208,2018,40950,Comprehensive,457,1000,Active
POL000621,CUST000900,08/11/2022,12/12/2023,Toyota,A4,2012,16009,Third Party Fire Theft,764,250,Active
POL000622,CUST000011,14/06/2021,10/05/2024,Volkswagen,Corsa,2016,24544,Third Party Fire Theft,2451,500,Active
POL000623,CUST000026,27/10/2021,28/06/2024,Mercedes,C-Class,2016,34381,Third Party Fire Theft,2381,750,Active
POL000624,CUST000957,25/04/2021,13/02/2022,Toyota,Corsa,2020,30287,Comprehensive,2049,750,Active
POL000625,CUST000421,30/06/2022,21/08/2023,Vauxhall,Qashqai,2017,7586,Comprehensive,891,750,Active
POL000626,CUST000496,15/03/2023,23/01/2023,Ford,Corsa,2019,7648,Comprehensive,2488,750,Active
POL000627,CUST000237,27/05/2021,09/05/2022,Audi,Qashqai,2013,45081,Comprehensive,1354,750,Active
POL000628,CUST001009,21/08/2023,15/02/2022,Audi,Corolla,2012,23101,Comprehensive,1183,750,Active
POL000629,CUST000219,07/01/2022,21/04/2023,Peugeot,Corsa,2012,26692,Comprehensive,362,500,Cancelled
POL000630,CUST000461,29/01/2022,30/11/2024,Peugeot,Golf,2021,12407,Third Party,1410,750,Active
POL000631,CUST000663,28/05/2022,19/11/2023,Audi,Corsa,2014,22254,Comprehensive,603,750,Active
POL000632,CUST000635,21/02/2023,23/04/2024,Honda,Golf,2020,20234,Third Party Fire Theft,1384,750,Active
POL000633,CUST001168,26/01/2021,04/12/2023,Nissan,Golf,2023,27211,Comprehensive,695,500,Active
POL000634,CUST000990,07/09/2021,31/10/2023,Nissan,C-Class,2010,34480,Comprehensive,633,750,Cancelled
POL000635,CUST000189,25/05/2022,22/09/2024,Toyota,3 Series,2019,29846,Comprehensive,710,500,Expired
POL000636,CUST000255,28/02/2023,21/12/2024,Vauxhall,A4,2012,47503,Comprehensive,765,250,Active
POL000637,CUST000068,27/06/2023,30/06/2024,Mercedes,C-Class,2023,20321,Comprehensive,379,750,Active
POL000638,CUST000616,22/05/2022,26/07/2024,Ford,Focus,2015,17646,Comprehensive,1400,1000,Active
POL000639,CUST000336,10/03/2021,15/09/2023,Volkswagen,Corsa,2012,27117,Third Party,2277,500,Active
POL000640,CUST000671,12/02/2022,28/09/2022,Honda,Corolla,2014,9893,Third Party Fire Theft,1032,250,Active
POL000641,CUST000821,02/08/2023,20/09/2023,Nissan,A4,2018,14476,Comprehensive,2117,500,Active
POL000642,CUST000874,12/07/2021,18/12/2022,Toyota,Corolla,2011,22270,Comprehensive,1863,500,Active
POL000643,CUST000300,04/12/2023,17/06/2023,Vauxhall,Corsa,2020,26702,Third Party,1684,250,Active
POL000644,CUST000357,03/03/2022,10/04/2023,Honda,Corsa,2011,9382,Third Party,2424,750,Expired
POL000645,CUST000256,27/08/2023,18/09/2024,Ford,3 Series,2021,6785,Third Party,1487,750,Active
POL000646,CUST001008,08/03/2023,01/02/2024,Toyota,Qashqai,2015,16735,Third Party,1498,500,Active
POL000647,CUST000353,02/10/2022,14/08/2023,Audi,C-Class,2015,35177,Comprehensive,1911,250,Active
POL000648,CUST000524,24/10/2022,07/04/2022,Ford,208,2020,35712,Comprehensive,421,750,Active
POL000649,CUST000950,21/11/2021,31/10/2022,Mercedes,Civic,2020,21679,Comprehensive,484,500,Expired
POL000650,CUST000756,28/03/2021,25/12/2023,Nissan,Corsa,2017,48013,Comprehensive,331,1000,Active
POL000651,CUST000284,03/12/2023,06/08/2023,Peugeot,Qashqai,2021,40365,Comprehensive,1297,250,Expired
POL000652,CUST000099,08/09/2021,22/07/2024,Vauxhall,Golf,2022,22064,Third Party,2286,1000,Active
POL000653,CUST000197,03/06/2022,07/12/2022,Audi,208,2020,35563,Third Party Fire Theft,868,1000,Expired
POL000654,CUST000482,13/09/2023,26/11/2022,Nissan,C-Class,2023,38092,Third Party Fire Theft,1695,500,Expired
POL000655,CUST000878,04/09/2022,08/08/2023,BMW,Qashqai,2011,31867,Third Party,1979,250,Active
POL000656,CUST000615,11/02/2022,09/01/2023,Mercedes,C-Class,2018,38754,Third Party Fire Theft,1129,750,Active
POL000657,CUST000618,09/01/2023,26/12/2022,Peugeot,208,2011,24502,Third Party Fire Theft,1919,750,Expired
POL000658,CUST000368,17/04/2021,11/11/2022,Toyota,Corsa,2022,5760,Third Party,1379,500,Active
POL000659,CUST000570,23/03/2022,27/11/2022,Honda,Focus,2010,29142,Third Party,1090,750,Active
POL000660,CUST000590,20/08/2021,03/05/2023,Vauxhall,3 Series,2019,49653,Comprehensive,1293,750,Active
POL000661,CUST001099,29/04/2022,28/08/2022,Nissan,Golf,2011,46996,Third Party,377,1000,Active
POL000662,CUST001066,09/06/2023,26/03/2022,Audi,Corolla,2021,22290,Comprehensive,407,1000,Active
POL000663,CUST000422,27/10/2022,11/10/2023,BMW,3 Series,2016,10499,Third Party,1596,250,Active
POL000664,CUST000836,31/01/2021,17/09/2022,Volkswagen,Golf,2017,5364,Comprehensive,2362,1000,Active
POL000665,CUST000545,09/12/2021,21/06/2024,Nissan,Qashqai,2014,24797,Comprehensive,669,750,Active
POL000666,CUST000071,20/07/2022,18/06/2023,BMW,Qashqai,2015,45795,Comprehensive,2304,250,Expired
POL000667,CUST001129,03/09/2021,28/01/2024,Audi,208,2021,37535,Comprehensive,2003,250,Active
POL000668,CUST001125,22/03/2023,13/01/2023,Nissan,Corolla,2010,21105,Third Party Fire Theft,740,500,Cancelled
POL000669,CUST000768,13/05/2022,25/02/2023,Toyota,Civic,2015,12939,Third Party Fire Theft,526,1000,Cancelled
POL000670,CUST000307,19/01/2021,13/03/2022,Nissan,208,2021,18936,Third Party Fire Theft,922,250,Expired
POL000671,CUST000377,28/03/2021,12/10/2023,Honda,3 Series,2017,47029,Third Party,1324,750,Cancelled
POL000672,CUST000655,01/09/2023,06/12/2023,Ford,C-Class,2022,20863,Third Party,1876,250,Expired
POL000673,CUST000678,14/11/2021,30/10/2022,Ford,Focus,2012,17561,Comprehensive,1943,250,Expired
POL000674,CUST000399,31/01/2023,03/02/2024,Honda,Qashqai,2020,15447,Comprehensive,1484,500,Active
POL000675,CUST000221,03/07/2021,07/07/2024,Peugeot,3 Series,2010,35624,Comprehensive,460,750,Active
POL000676,CUST000182,25/05/2022,29/11/2022,Mercedes,3 Series,2020,49646,Comprehensive,1170,750,Expired
POL000677,CUST000307,19/11/2021,28/12/2024,BMW,3 Series,2013,17411,Comprehensive,2045,1000,Active
POL000678,CUST000522,21/10/2023,10/09/2023,Ford,Corolla,2010,24465,Comprehensive,1474,750,Expired
POL000679,CUST001014,07/07/2021,06/09/2022,Ford,208,2023,43216,Comprehensive,743,250,Expired
POL000680,CUST000004,25/11/2022,21/02/2022,Honda,C-Class,2017,24642,Third Party,2090,750,Active
POL000681,CUST000863,03/05/2021,08/04/2024,Mercedes,Focus,2014,36262,Third Party Fire Theft,1794,750,Expired
POL000682,CUST000848,03/05/2021,19/10/2024,Peugeot,Golf,2010,35363,Comprehensive,762,250,Active
POL000683,CUST000804,30/12/2022,25/10/2022,Mercedes,A4,2023,7107,Comprehensive,772,500,Active
POL000684,CUST000215,12/11/2021,27/07/2024,Toyota,208,2017,12928,Comprehensive,379,1000,Active
POL000685,CUST000972,08/08/2021,18/10/2023,Volkswagen,Corolla,2018,24317,Third Party Fire Theft,1362,1000,Active
POL000686,CUST000101,15/09/2021,16/11/2022,Audi,Civic,2019,30017,Comprehensive,539,500,Active
POL000687,CUST000963,27/09/2023,09/01/2022,Peugeot,3 Series,2011,18528,Third Party,856,250,Active
POL000688,CUST000573,22/04/2022,05/11/2024,Nissan,Civic,2018,18313,Third Party,889,1000,Active
POL000689,CUST000658,11/10/2022,10/11/2023,Mercedes,Golf,2017,6559,Third Party Fire Theft,1660,500,Expired
POL000690,CUST000939,13/12/2022,29/08/2023,Ford,Civic,2016,20167,Third Party Fire Theft,2184,500,Active
POL000691,CUST001087,18/06/2023,28/08/2024,BMW,Qashqai,2012,20343,Third Party Fire Theft,2275,500,Active
POL000692,CUST000226,31/01/2022,17/08/2023,Nissan,C-Class,2011,43598,Third Party Fire Theft,1603,1000,Active
POL000693,CUST000105,13/02/2021,29/10/2022,Peugeot,C-Class,2016,12523,Third Party,1439,1000,Expired
POL000694,CUST000772,13/02/2023,24/06/2024,Vauxhall,Corolla,2014,33439,Third Party Fire Theft,2239,1000,Expired
POL000695,CUST000429,04/01/2023,25/11/2023,Mercedes,Qashqai,2015,20524,Comprehensive,634,1000,Active
POL000696,CUST000434,03/10/2021,19/08/2022,Vauxhall,A4,2013,18285,Comprehensive,611,750,Active
POL000697,CUST001052,29/05/2022,07/09/2024,Toyota,C-Class,2011,15973,Third Party,1376,500,Expired
POL000698,CUST000682,22/03/2021,24/03/2022,Vauxhall,Corsa,2018,27694,Third Party Fire Theft,333,750,Active
POL000699,CUST000588,21/09/2023,13/10/2022,BMW,C-Class,2012,40774,Comprehensive,2141,500,Active
POL000700,CUST001093,16/06/2023,28/08/2022,Nissan,Corolla,2021,9302,Comprehensive,685,1000,Active
POL000701,CUST000866,27/08/2022,23/09/2023,Mercedes,Golf,2023,27391,Third Party Fire Theft,548,1000,Active
POL000702,CUST000746,01/10/2023,20/02/2022,Toyota,Corsa,2016,9611,Comprehensive,1434,750,Expired
POL000703,CUST001191,24/01/2022,02/04/2024,Audi,Corsa,2023,14372,Comprehensive,1733,250,Active
POL000704,CUST000864,18/01/2022,28/03/2023,Peugeot,Corsa,2017,29312,Third Party,1502,1000,Active
POL000705,CUST000368,14/12/2022,02/07/2024,Nissan,A4,2011,19080,Third Party Fire Theft,1093,250,Active
POL000706,CUST000251,25/10/2022,02/01/2024,Volkswagen,Corsa,2023,20082,Third Party Fire Theft,1151,500,Cancelled
POL000707,CUST000859,18/08/2023,09/07/2022,Volkswagen,3 Series,2015,47861,Comprehensive,675,750,Expired
POL000708,CUST000856,18/07/2022,31/10/2023,Mercedes,208,2020,35677,Third Party,1023,250,Expired
POL000709,CUST001194,25/11/2021,23/04/2022,Honda,Focus,2017,25874,Third Party,1910,250,Active
POL000710,CUST001114,22/05/2021,04/02/2023,Mercedes,Corsa,2016,13378,Third Party Fire Theft,2213,1000,Active
POL000711,CUST000561,24/12/2023,14/12/2024,Audi,C-Class,2020,6597,Comprehensive,501,250,Cancelled
POL000712,CUST000294,14/11/2021,31/03/2023,Volkswagen,Qashqai,2012,16600,Comprehensive,2242,250,Active
POL000713,CUST000919,10/07/2023,24/07/2023,Volkswagen,Civic,2010,8747,Comprehensive,1631,500,Expired
POL000714,CUST001174,29/08/2022,05/02/2023,Audi,Focus,2023,18879,Comprehensive,792,750,Active
POL000715,CUST001156,24/06/2022,16/02/2022,Honda,Corolla,2015,18017,Third Party,637,1000,Active
POL000716,CUST000433,22/01/2023,21/06/2022,Peugeot,Qashqai,2017,29815,Comprehensive,2268,1000,Active
POL000717,CUST000059,19/07/2023,01/07/2024,Volkswagen,3 Series,2015,23964,Comprehensive,2165,250,Expired
POL000718,CUST000969,02/01/2021,28/06/2022,Ford,Civic,2014,33812,Third Party Fire Theft,1091,500,Expired
POL000719,CUST000836,03/11/2023,14/11/2024,BMW,Civic,2020,45200,Comprehensive,1816,250,Active
POL000720,CUST000199,16/02/2023,18/03/2024,Ford,Qashqai,2021,29714,Comprehensive,2322,250,Active
POL000721,CUST000215,15/01/2022,03/02/2023,Peugeot,Qashqai,2017,23890,Comprehensive,1241,1000,Cancelled
POL000722,CUST000898,08/02/2021,01/10/2024,Honda,Corsa,2011,9725,Third Party,2422,250,Active
POL000723,CUST000472,16/01/2023,13/10/2023,Ford,Corolla,2021,48205,Comprehensive,358,250,Expired
POL000724,CUST000247,05/05/2022,13/11/2024,Ford,Focus,2010,25684,Comprehensive,2362,500,Active
POL000725,CUST000382,19/10/2022,25/04/2022,BMW,208,2010,31325,Third Party Fire Theft,1554,1000,Active
POL000726,CUST000991,10/05/2021,10/01/2024,Toyota,A4,2023,37542,Third Party,1677,750,Active
POL000727,CUST000927,05/03/2023,25/03/2024,Nissan,Focus,2013,18092,Third Party,334,500,Active
POL000728,CUST001192,24/01/2022,30/10/2022,Honda,Corolla,2015,35382,Comprehensive,461,500,Active
POL000729,CUST000560,10/12/2023,25/05/2024,Toyota,Qashqai,2022,44770,Comprehensive,1194,500,Active
POL000730,CUST001075,16/10/2023,28/01/2024,Nissan,Golf,2018,30457,Third Party Fire Theft,770,1000,Active
POL000731,CUST000689,12/11/2021,01/03/2024,Vauxhall,A4,2010,11131,Third Party Fire Theft,1746,250,Active
POL000732,CUST000380,03/08/2022,03/02/2024,Vauxhall,Qashqai,2021,30215,Third Party Fire Theft,647,750,Active
POL000733,CUST000474,23/10/2022,25/01/2022,Nissan,208,2010,17612,Comprehensive,993,1000,Expired
